title,genre,score,ranked,aired,episodes
Detective Conan Movie 04: Captured in Her Eyes,"Adventure, Mystery, Comedy, Police, Shounen",8.11,433.0,"Apr 22, 2000",1.0
Detective Conan Movie 03: The Last Wizard of the Century,"Adventure, Mystery, Comedy, Police, Shounen",8.11,432.0,"Apr 17, 1999",1.0
Kodomo no Omocha (TV),"Comedy, Drama, Romance, Shoujo",8.12,428.0,"Apr 5, 1996 to Mar 27, 1998",102.0
Full Metal Panic? Fumoffu,"Action, Comedy, School",8.12,426.0,"Aug 26, 2003 to Oct 18, 2003",12.0
Dragon Ball,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",8.12,425.0,"Feb 26, 1986 to Apr 12, 1989",153.0
Dennou Coil,"Adventure, Comedy, Drama, Mystery, Sci-Fi",8.12,424.0,"May 12, 2007 to Dec 1, 2007",26.0
D.Gray-man,"Action, Adventure, Comedy, Super Power, Demons, Shounen",8.12,423.0,"Oct 3, 2006 to Sep 30, 2008",103.0
City Hunter 2,"Action, Comedy, Mystery, Shounen",8.12,422.0,"Apr 2, 1988 to Jul 14, 1989",63.0
xxxHOLiC Shunmuki,"Mystery, Comedy, Psychological, Supernatural, Drama",8.13,420.0,"Feb 17, 2009 to Jun 23, 2009",2.0
Tamayura: Sotsugyou Shashin Part 4 - Ashita,"Comedy, Drama, Slice of Life",8.13,418.0,"Apr 2, 2016",1.0
Saiunkoku Monogatari 2nd Season,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",8.13,417.0,"Apr 7, 2007 to Mar 8, 2008",39.0
Lovely★Complex,"Comedy, Romance, Shoujo",8.13,415.0,"Apr 7, 2007 to Sep 29, 2007",24.0
Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,"Magic, Adventure, Fantasy, Comedy, Supernatural",8.13,413.0,"Jul 24, 2017",1.0
Kobayashi-san Chi no Maid Dragon,"Slice of Life, Comedy, Fantasy",8.13,412.0,"Jan 12, 2017 to Apr 6, 2017",13.0
Akatsuki no Yona,"Action, Adventure, Comedy, Fantasy, Romance, Shoujo",8.13,409.0,"Oct 7, 2014 to Mar 24, 2015",24.0
Sekaiichi Hatsukoi 2,"Comedy, Drama, Romance, Shounen Ai",8.14,408.0,"Oct 8, 2011 to Dec 24, 2011",12.0
Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",8.14,405.0,"Apr 3, 2015",1.0
Gin no Saji,"Comedy, School, Shounen, Slice of Life",8.14,403.0,"Jul 12, 2013 to Sep 20, 2013",11.0
Akatsuki no Yona OVA,"Action, Comedy, Fantasy, Shoujo",8.14,401.0,"Sep 18, 2015 to Dec 20, 2016",3.0
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,"Comedy, Romance, School",8.15,400.0,"Oct 27, 2016",1.0
"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru","Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo",8.15,393.0,"Dec 20, 2016",1.0
K-On!!,"Comedy, Music, School, Slice of Life",8.15,391.0,"Apr 7, 2010 to Sep 29, 2010",26.0
Kaichou wa Maid-sama!,"Comedy, Romance, School, Shoujo",8.15,392.0,"Apr 2, 2010 to Sep 24, 2010",26.0
Hikaru no Go,"Comedy, Game, Shounen, Supernatural",8.15,389.0,"Oct 10, 2001 to Mar 26, 2003",75.0
Hidamari Sketch: Sae Hiro Sotsugyou-hen,"Slice of Life, Comedy, School, Seinen",8.15,388.0,"Nov 27, 2013",2.0
Detective Conan Movie 05: Countdown to Heaven,"Adventure, Police, Comedy, Mystery, Shounen",8.15,386.0,"Apr 21, 2001",1.0
Yowamushi Pedal: Grande Road,"Comedy, Drama, Shounen, Sports",8.16,383.0,"Oct 7, 2014 to Mar 31, 2015",24.0
Summer Wars,"Sci-Fi, Comedy",8.16,382.0,"Aug 1, 2009",1.0
Princess Tutu,"Comedy, Drama, Fantasy, Magic, Mystery, Romance",8.16,380.0,"Aug 16, 2002 to May 23, 2003",38.0
One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power",8.16,379.0,"Aug 25, 2012",1.0
Kill la Kill,"Action, Comedy, Super Power, Ecchi, School",8.16,375.0,"Oct 4, 2013 to Mar 28, 2014",24.0
Kami nomi zo Shiru Sekai: Megami-hen,"Harem, Comedy, Supernatural, Romance, Shounen",8.16,374.0,"Jul 9, 2013 to Sep 24, 2013",12.0
Hajime no Ippo: Boxer no Kobushi,"Comedy, Drama, Shounen, Sports",8.16,370.0,"Mar 21, 2003",1.0
Detective Conan Movie 10: Requiem of the Detectives,"Adventure, Comedy, Mystery, Police, Shounen",8.16,366.0,"Apr 15, 2006",1.0
Clannad,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",8.16,365.0,"Oct 5, 2007 to Mar 28, 2008",23.0
Tsukimonogatari,"Mystery, Comedy, Supernatural, Ecchi",8.17,361.0,"Dec 31, 2014",4.0
Lupin III: Cagliostro no Shiro,"Action, Adventure, Mystery, Comedy, Seinen",8.17,360.0,"Dec 15, 1979",1.0
Diamond no Ace,"Comedy, School, Shounen, Sports",8.17,355.0,"Oct 6, 2013 to Mar 29, 2015",75.0
Detective Conan Movie 08: Magician of the Silver Sky,"Adventure, Mystery, Comedy, Police, Shounen",8.17,353.0,"Apr 17, 2004",1.0
Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,"Action, Comedy, Mecha",8.18,349.0,"Sep 6, 2008",1.0
Shijou Saikyou no Deshi Kenichi,"Action, Comedy, Martial Arts, School, Shounen",8.18,346.0,"Oct 7, 2006 to Sep 30, 2007",50.0
One Piece Movie 14: Stampede,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen",8.18,345.0,"Aug 9, 2019",1.0
Shoujo Kakumei Utena,"Comedy, Drama, Fantasy, Mystery, Psychological, Shoujo",8.18,347.0,"Apr 2, 1997 to Dec 24, 1997",39.0
Kuragehime,"Slice of Life, Comedy, Josei",8.18,340.0,"Oct 15, 2010 to Dec 31, 2010",11.0
Kono Subarashii Sekai ni Shukufuku wo!,"Adventure, Comedy, Fantasy, Magic, Parody, Supernatural",8.18,339.0,"Jan 14, 2016 to Mar 17, 2016",10.0
Itsumo Kokoro ni Taiyou wo!,"Comedy, Ecchi",8.18,337.0,"Nov 2, 1999 to Nov 26, 1999",16.0
High Score Girl: Extra Stage,"Comedy, Game, Romance, School, Seinen",8.18,335.0,"Mar 20, 2019",3.0
Gintama: Shinyaku Benizakura-hen,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",8.18,334.0,"Dec 15, 2010",1.0
Baccano! Specials,"Action, Mystery, Comedy, Historical, Supernatural",8.18,333.0,"Feb 27, 2008 to May 28, 2008",3.0
Nodame Cantabile: Paris-hen,"Comedy, Josei, Music, Romance, Slice of Life",8.19,329.0,"Oct 10, 2008 to Dec 19, 2008",11.0
Detroit Metal City,"Music, Comedy, Seinen",8.19,325.0,"Aug 8, 2008 to Oct 28, 2008",12.0
Ansatsu Kyoushitsu,"Action, Comedy, School, Shounen",8.19,324.0,"Jan 10, 2015 to Jun 20, 2015",22.0
Uchouten Kazoku 2,"Comedy, Demons, Drama, Fantasy, Slice of Life",8.2,322.0,"Apr 9, 2017 to Jun 25, 2017",12.0
Nisemonogatari,"Mystery, Comedy, Supernatural, Ecchi",8.2,319.0,"Jan 8, 2012 to Mar 18, 2012",11.0
Skip Beat!,"Comedy, Drama, Romance, Shoujo",8.2,321.0,"Oct 6, 2008 to Mar 30, 2009",25.0
One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power",8.2,320.0,"Aug 24, 2013",1.0
Mr. Pen Pen,"Comedy, Kids, Shoujo",8.2,317.0,"Mar 31, 1986",1.0
Naruto: Shippuuden,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen",8.2,318.0,"Feb 15, 2007 to Mar 23, 2017",500.0
Cardcaptor Sakura,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",8.2,314.0,"Apr 7, 1998 to Mar 21, 2000",70.0
Yoru wa Mijikashi Arukeyo Otome,"Comedy, Romance",8.21,313.0,"Apr 7, 2017",1.0
Non Non Biyori Repeat,"Comedy, School, Seinen, Slice of Life",8.21,311.0,"Jul 7, 2015 to Sep 22, 2015",12.0
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,"Action, Magic, Comedy, Sci-Fi, Drama",8.22,309.0,"Jul 14, 2012",1.0
Asobi Asobase,"Comedy, School",8.22,307.0,"Jul 8, 2018 to Sep 23, 2018",12.0
Kamisama Hajimemashita◎,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo",8.23,305.0,"Jan 6, 2015 to Mar 31, 2015",12.0
Hajime no Ippo: Mashiba vs. Kimura,"Comedy, Shounen, Sports",8.23,303.0,"Sep 5, 2003",1.0
Diamond no Ace: Act II,"Comedy, Sports, School, Shounen",8.23,300.0,"Apr 2, 2019 to ?",52.0
Dragon Ball Super Movie: Broly,"Action, Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen",8.24,296.0,"Dec 14, 2018",1.0
Working!!!: Lord of the Takanashi,"Comedy, Romance, Seinen, Slice of Life",8.25,293.0,"Mar 30, 2016",1.0
Space☆Dandy 2nd Season,"Space, Comedy, Sci-Fi",8.25,292.0,"Jul 6, 2014 to Sep 25, 2014",13.0
Saiki Kusuo no Ψ-nan: Kanketsu-hen,"Comedy, School, Shounen, Slice of Life, Supernatural",8.25,291.0,"Dec 28, 2018",1.0
Non Non Biyori Movie: Vacation,"Comedy, Slice of Life, Seinen",8.25,290.0,"Aug 25, 2018",1.0
Kuroshitsuji: Book of Murder,"Action, Mystery, Comedy, Historical, Demons, Supernatural, Shounen",8.25,289.0,"Jan 28, 2015 to Feb 25, 2015",2.0
Fullmetal Alchemist,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",8.25,287.0,"Oct 4, 2003 to Oct 2, 2004",51.0
Mr. Pen Pen II,"Comedy, Kids, Shoujo",8.24,298.0,"Dec 29, 1986",1.0
Angel Beats!,"Action, Comedy, Drama, School, Supernatural",8.25,284.0,"Apr 3, 2010 to Jun 26, 2010",13.0
One Piece Film: Strong World,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",8.26,283.0,"Dec 12, 2009",1.0
Major: Message,"Comedy, Drama, Shounen, Sports",8.26,282.0,"Dec 17, 2010",1.0
Katekyo Hitman Reborn!,"Action, Comedy, Shounen, Super Power",8.26,278.0,"Oct 7, 2006 to Sep 25, 2010",203.0
Kuroshitsuji: Book of Circus,"Action, Mystery, Comedy, Historical, Demons, Supernatural, Shounen",8.26,279.0,"Jul 11, 2014 to Sep 12, 2014",10.0
Boku no Hero Academia 4th Season,"Action, Comedy, Super Power, School, Shounen",8.26,272.0,"Oct 12, 2019 to ?",25.0
Tsuruhime Ja!,"Kids, Slice of Life, Comedy, Shoujo",8.27,270.0,"Jan 9, 1990 to Dec 25, 1990",49.0
Sakura-sou no Pet na Kanojo,"Slice of Life, Comedy, Drama, Romance, School",8.27,268.0,"Oct 9, 2012 to Mar 26, 2013",24.0
One Piece Film: Z,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",8.27,267.0,"Dec 15, 2012",1.0
High Score Girl II,"Comedy, Game, Romance, School, Seinen",8.28,263.0,"Oct 26, 2019 to Dec 21, 2019",9.0
Dragon Ball Z,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",8.27,262.0,"Apr 26, 1989 to Jan 31, 1996",291.0
Ballroom e Youkoso,"Comedy, Drama, Romance, School, Shounen, Sports",8.27,259.0,"Jul 9, 2017 to Dec 17, 2017",24.0
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,"Slice of Life, Comedy, Drama, Romance, School",8.28,258.0,"Apr 3, 2015 to Jun 26, 2015",13.0
xxxHOLiC Kei,"Mystery, Comedy, Psychological, Supernatural, Drama",8.28,257.0,"Apr 4, 2008 to Jun 27, 2008",13.0
Trigun,"Action, Sci-Fi, Adventure, Comedy, Drama, Shounen",8.28,256.0,"Apr 1, 1998 to Sep 30, 1998",26.0
Ouran Koukou Host Club,"Comedy, Harem, Romance, School, Shoujo",8.28,253.0,"Apr 5, 2006 to Sep 27, 2006",26.0
Major S4,"Comedy, Drama, Shounen, Sports",8.28,251.0,"Jan 5, 2008 to Jun 28, 2008",26.0
InuYasha: Kanketsu-hen,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",8.28,249.0,"Oct 4, 2009 to Mar 30, 2010",26.0
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo",8.28,248.0,"Jul 15, 2000",1.0
Bakuman.,"Comedy, Drama, Romance, Shounen",8.28,247.0,"Oct 2, 2010 to Apr 2, 2011",25.0
SKET Dance,"Comedy, School, Shounen",8.29,245.0,"Apr 7, 2011 to Sep 27, 2012",77.0
Majo no Takkyuubin,"Adventure, Comedy, Drama, Magic, Romance, Fantasy",8.29,242.0,"Jul 29, 1989",1.0
Little Busters!: Refrain,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",8.29,241.0,"Oct 5, 2013 to Dec 28, 2013",13.0
Kuroko no Basket,"Comedy, School, Shounen, Sports",8.29,240.0,"Apr 8, 2012 to Sep 22, 2012",25.0
Hinamatsuri,"Comedy, Sci-Fi, Seinen, Slice of Life, Supernatural",8.29,239.0,"Apr 6, 2018 to Jun 22, 2018",12.0
Tokyo Godfathers,"Comedy, Drama",8.3,235.0,"Nov 8, 2003",1.0
Gintama: Shiroyasha Koutan,"Action, Sci-Fi, Comedy, Historical, Parody",8.3,229.0,"Sep 21, 2008",1.0
Nodame Cantabile: Finale,"Comedy, Josei, Music, Romance",8.31,225.0,"Jan 15, 2010 to Mar 26, 2010",11.0
Major: World Series,"Comedy, Drama, Shounen, Sports",8.31,224.0,"Dec 16, 2011 to Jan 18, 2012",2.0
Hajime no Ippo: Champion Road,"Comedy, Shounen, Sports",8.31,219.0,"Apr 18, 2003",1.0
Gintama: Yorinuki Gintama-san on Theater 2D,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",8.32,215.0,"Aug 26, 2012",2.0
Gin no Saji 2nd Season,"Comedy, School, Shounen, Slice of Life",8.32,214.0,"Jan 10, 2014 to Mar 28, 2014",11.0
Fruits Basket 1st Season,"Comedy, Drama, Romance, Shoujo, Slice of Life, Supernatural",8.32,213.0,"Apr 6, 2019 to Sep 21, 2019",25.0
Danshi Koukousei no Nichijou,"Slice of Life, Comedy, School",8.32,212.0,"Jan 10, 2012 to Mar 27, 2012",12.0
Noragami Aragoto,"Action, Adventure, Comedy, Supernatural, Shounen",8.33,209.0,"Oct 3, 2015 to Dec 26, 2015",13.0
Major S1,"Comedy, Sports, Drama, Shounen",8.33,207.0,"Nov 13, 2004 to May 21, 2005",26.0
K-On! Movie,"Music, Slice of Life, Comedy",8.33,205.0,"Dec 3, 2011",1.0
Toradora!,"Slice of Life, Comedy, Romance, School",8.34,204.0,"Oct 2, 2008 to Mar 26, 2009",25.0
No Game No Life,"Game, Adventure, Comedy, Supernatural, Ecchi, Fantasy",8.34,201.0,"Apr 9, 2014 to Jun 25, 2014",12.0
Karakai Jouzu no Takagi-san 2,"Comedy, Romance, School, Shounen, Slice of Life",8.34,199.0,"Jul 7, 2019 to Sep 22, 2019",12.0
Detective Conan: Episode One - The Great Detective Turned Small,"Adventure, Mystery, Comedy, Police, Shounen",8.34,197.0,"Dec 9, 2016",1.0
Kono Subarashii Sekai ni Shukufuku wo! 2,"Adventure, Comedy, Parody, Supernatural, Magic, Fantasy",8.35,195.0,"Jan 12, 2017 to Mar 16, 2017",10.0
Boku no Hero Academia,"Action, Comedy, School, Shounen, Super Power",8.35,191.0,"Apr 3, 2016 to Jun 26, 2016",13.0
Beck,"Comedy, Drama, Music, Shounen, Slice of Life",8.35,190.0,"Oct 7, 2004 to Mar 31, 2005",26.0
Saiki Kusuo no Ψ-nan: Shidou-hen,"Slice of Life, Comedy, Supernatural, School, Shounen",8.35,203.0,"Dec 30, 2019",6.0
NHK ni Youkoso!,"Comedy, Psychological, Drama, Romance",8.36,182.0,"Jul 10, 2006 to Dec 18, 2006",24.0
Kuroshitsuji Movie: Book of the Atlantic,"Action, Mystery, Comedy, Historical, Demons, Supernatural, Shounen",8.36,180.0,"Jan 21, 2017",1.0
Rurouni Kenshin: Meiji Kenkaku Romantan,"Action, Adventure, Comedy, Historical, Romance, Samurai, Shounen",8.37,178.0,"Jan 10, 1996 to Sep 8, 1998",94.0
Nodame Cantabile,"Music, Slice of Life, Comedy, Drama, Romance, Josei",8.37,177.0,"Jan 12, 2007 to Jun 15, 2007",23.0
Major S6,"Comedy, Drama, Shounen, Sports",8.37,175.0,"Apr 3, 2010 to Sep 25, 2010",25.0
Diamond no Ace: Second Season,"Comedy, Sports, School, Shounen",8.38,167.0,"Apr 6, 2015 to Mar 28, 2016",51.0
Gintama°: Aizome Kaori-hen,"Comedy, Parody",8.39,158.0,"Aug 4, 2016 to Nov 4, 2016",2.0
Steins;Gate: Oukoubakko no Poriomania,"Sci-Fi, Comedy, Thriller",8.4,156.0,"Feb 22, 2012",1.0
Shirobako,"Comedy, Drama",8.4,155.0,"Oct 9, 2014 to Mar 26, 2015",24.0
Mo Dao Zu Shi 2,"Action, Comedy, Historical, Mystery, Supernatural",8.4,152.0,"Aug 3, 2019 to Aug 31, 2019",8.0
Grand Blue,"Slice of Life, Comedy, Seinen",8.4,151.0,"Jul 14, 2018 to Sep 29, 2018",12.0
Kuroko no Basket 2nd Season,"Comedy, Sports, School, Shounen",8.41,145.0,"Oct 6, 2013 to Mar 30, 2014",25.0
Tonari no Totoro,"Adventure, Comedy, Supernatural",8.42,143.0,"Apr 16, 1988",1.0
Kamisama Hajimemashita: Kako-hen,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo",8.42,137.0,"Aug 20, 2015 to Aug 19, 2016",4.0
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,"Comedy, Psychological, Romance, School, Seinen",8.42,136.0,"Jan 12, 2019 to Mar 30, 2019",12.0
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,"Comedy, Romance, School, Supernatural",8.43,135.0,"Oct 4, 2018 to Dec 27, 2018",13.0
Cross Game,"Comedy, Drama, Romance, School, Shounen, Sports",8.43,134.0,"Apr 5, 2009 to Mar 28, 2010",50.0
Bakuman. 2nd Season,"Comedy, Drama, Romance, Shounen",8.43,133.0,"Oct 1, 2011 to Mar 24, 2012",25.0
Owarimonogatari,"Mystery, Comedy, Supernatural, Vampire",8.44,131.0,"Oct 4, 2015 to Dec 20, 2015",12.0
Pingu in the City,"Comedy, Kids, Slice of Life",8.44,132.0,"Oct 7, 2017 to Mar 31, 2018",26.0
Barakamon,"Comedy, Slice of Life",8.44,125.0,"Jul 6, 2014 to Sep 28, 2014",12.0
Baccano!,"Action, Comedy, Historical, Mystery, Supernatural",8.44,124.0,"Jul 27, 2007 to Nov 2, 2007",13.0
Major S5,"Comedy, Drama, Romance, Shounen, Sports",8.45,121.0,"Jan 10, 2009 to Jun 27, 2009",25.0
Nana,"Music, Slice of Life, Comedy, Drama, Romance, Shoujo",8.46,117.0,"Apr 5, 2006 to Mar 28, 2007",47.0
Kuroko no Basket 3rd Season,"Comedy, Sports, School, Shounen",8.46,116.0,"Jan 11, 2015 to Jun 30, 2015",25.0
Yuu☆Yuu☆Hakusho,"Action, Comedy, Demons, Supernatural, Martial Arts, Shounen",8.47,113.0,"Oct 10, 1992 to Jan 7, 1995",112.0
Uchuu Kyoudai,"Comedy, Sci-Fi, Seinen, Slice of Life, Space",8.49,103.0,"Apr 1, 2012 to Mar 22, 2014",99.0
Kaze ga Tsuyoku Fuiteiru,"Comedy, Sports, Drama",8.49,101.0,"Oct 3, 2018 to Mar 27, 2019",23.0
Saiki Kusuo no Ψ-nan,"Comedy, School, Shounen, Slice of Life, Supernatural",8.5,98.0,"Jul 4, 2016 to Dec 26, 2016",120.0
Samurai Champloo,"Action, Adventure, Comedy, Historical, Samurai, Shounen",8.5,99.0,"May 20, 2004 to Mar 19, 2005",26.0
Nichijou,"Slice of Life, Comedy, School, Shounen",8.5,97.0,"Apr 3, 2011 to Sep 25, 2011",26.0
Gintama Movie 1: Shinyaku Benizakura-hen,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",8.5,96.0,"Apr 24, 2010",1.0
Mob Psycho 100,"Action, Slice of Life, Comedy, Supernatural",8.51,91.0,"Jul 11, 2016 to Sep 27, 2016",12.0
Gintama.: Porori-hen,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",8.51,90.0,"Oct 2, 2017 to Dec 25, 2017",13.0
Slam Dunk,"Comedy, Sports, Drama, School, Shounen",8.53,87.0,"Oct 16, 1993 to Mar 23, 1996",101.0
Mo Dao Zu Shi,"Action, Adventure, Comedy, Historical, Mystery, Supernatural",8.53,85.0,"Jul 9, 2018 to Oct 6, 2018",15.0
Zoku Owarimonogatari,"Comedy, Mystery, Supernatural, Vampire",8.55,81.0,"Nov 10, 2018",1.0
Saiki Kusuo no Ψ-nan 2,"Slice of Life, Comedy, Supernatural, School, Shounen",8.56,78.0,"Jan 17, 2018 to Jun 27, 2018",24.0
Kono Subarashii Sekai ni Shukufuku wo!: Kurenai Densetsu,"Adventure, Comedy, Fantasy, Magic, Parody, Supernatural",8.56,78.0,"Aug 30, 2019",1.0
Boku no Hero Academia 3rd Season,"Action, Comedy, School, Shounen, Super Power",8.56,76.0,"Apr 7, 2018 to Sep 29, 2018",25.0
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,"Action, Adventure, Comedy, Supernatural, Drama, Shounen",8.6,68.0,"Apr 2, 2016 to Dec 24, 2016",39.0
Boku no Hero Academia 2nd Season,"Action, Comedy, Super Power, School, Shounen",8.6,67.0,"Apr 1, 2017 to Sep 30, 2017",25.0
Ansatsu Kyoushitsu 2nd Season,"Action, Comedy, School, Shounen",8.6,66.0,"Jan 8, 2016 to Jul 1, 2016",25.0
Bakuman. 3rd Season,"Comedy, Drama, Romance, Shounen",8.61,63.0,"Oct 6, 2012 to Mar 30, 2013",25.0
Yojouhan Shinwa Taikei,"Mystery, Comedy, Psychological, Romance",8.62,62.0,"Apr 23, 2010 to Jul 2, 2010",11.0
Sora yori mo Tooi Basho,"Adventure, Comedy",8.62,60.0,"Jan 2, 2018 to Mar 27, 2018",13.0
Hajime no Ippo: Rising,"Comedy, Sports, Drama, Shounen",8.62,57.0,"Oct 6, 2013 to Mar 29, 2014",25.0
Haikyuu!!,"Comedy, Sports, Drama, School, Shounen",8.62,56.0,"Apr 6, 2014 to Sep 21, 2014",25.0
Suzumiya Haruhi no Shoushitsu,"Comedy, Mystery, Romance, School, Sci-Fi, Supernatural",8.68,51.0,"Feb 6, 2010",1.0
Hajime no Ippo: New Challenger,"Comedy, Sports, Drama, Shounen",8.69,45.0,"Jan 7, 2009 to Jul 1, 2009",26.0
Tengen Toppa Gurren Lagann,"Action, Adventure, Comedy, Mecha, Sci-Fi",8.7,44.0,"Apr 1, 2007 to Sep 30, 2007",27.0
Great Teacher Onizuka,"Comedy, Drama, School, Shounen, Slice of Life",8.71,40.0,"Jun 30, 1999 to Sep 17, 2000",43.0
Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,"Comedy, Romance, School",8.74,37.0,"Jun 15, 2019",1.0
Gintama.: Shirogane no Tamashii-hen,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",8.74,36.0,"Jan 8, 2018 to Mar 26, 2018",12.0
Monogatari Series: Second Season,"Mystery, Comedy, Supernatural, Romance, Vampire",8.76,33.0,"Jul 7, 2013 to Dec 29, 2013",26.0
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",8.76,32.0,"Jul 9, 2018 to Oct 8, 2018",14.0
Hajime no Ippo,"Comedy, Sports, Drama, Shounen",8.77,29.0,"Oct 4, 2000 to Mar 27, 2002",75.0
Cowboy Bebop,"Action, Adventure, Comedy, Drama, Sci-Fi, Space",8.81,26.0,"Apr 3, 1998 to Apr 24, 1999",26.0
Gintama',"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",9.04,7.0,"Apr 4, 2011 to Mar 26, 2012",51.0
Gintama°,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",9.05,6.0,"Apr 8, 2015 to Mar 30, 2016",51.0
Major S2,"Comedy, Drama, Shounen, Sports",8.31,223.0,"Dec 10, 2005 to Jun 10, 2006",26.0
Yuru Camp△,"Slice of Life, Comedy",8.31,228.0,"Jan 4, 2018 to Mar 22, 2018",12.0
xxxHOLiC,"Comedy, Drama, Mystery, Psychological, Supernatural",8.06,506.0,"Apr 7, 2006 to Sep 29, 2006",24.0
Yowamushi Pedal,"Comedy, Sports, Drama, Shounen",8.06,507.0,"Oct 8, 2013 to Jul 1, 2014",38.0
Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,"Action, Comedy, Historical, Parody, Samurai, Shounen",8.01,561.0,"Nov 3, 2015",1.0
Suzumiya Haruhi no Yuuutsu,"Comedy, Mystery, Parody, School, Sci-Fi, Slice of Life",7.95,646.0,"Apr 3, 2006 to Jul 3, 2006",14.0
Pokemon: The Origin,"Action, Adventure, Comedy, Fantasy, Kids",7.84,847.0,"Oct 2, 2013",4.0
Little Witch Academia: Mahoujikake no Parade,"Adventure, Comedy, Magic, Fantasy, School",7.84,842.0,"Oct 9, 2015",1.0
Chuunibyou demo Koi ga Shitai!,"Slice of Life, Comedy, Drama, Romance, School",7.84,831.0,"Oct 4, 2012 to Dec 20, 2012",12.0
BanG Dream! Garupa☆Pico,"Music, Comedy",7.84,829.0,"Jul 5, 2018 to Dec 27, 2018",26.0
Tamayura: Sotsugyou Shashin Part 3 - Akogare,"Comedy, Drama, Slice of Life",7.85,826.0,"Nov 28, 2015",1.0
Saenai Heroine no Sodatekata ♭,"Comedy, Ecchi, Harem, Romance, School",7.85,825.0,"Apr 14, 2017 to Jun 23, 2017",11.0
Owarimonogatari 2nd Season Recaps,"Mystery, Comedy, Supernatural, Vampire",7.85,823.0,"Aug 12, 2017 to Aug 13, 2017",2.0
Non Non Biyori Repeat: Hotaru ga Tanoshinda,"Comedy, School, Seinen, Slice of Life",7.85,822.0,"Sep 23, 2016",1.0
New Game!!,"Game, Slice of Life, Comedy",7.85,820.0,"Jul 11, 2017 to Sep 26, 2017",12.0
Lupin III vs. Detective Conan,"Action, Adventure, Comedy, Mystery, Shounen",7.85,816.0,"Mar 27, 2009",1.0
Kuroko no Basket: Last Game NG-shuu,"Comedy, Sports, Shounen",7.85,814.0,"Sep 27, 2017",1.0
InuYasha: Kuroi Tessaiga,"Adventure, Comedy, Demons, Fantasy, Magic, Romance, Shounen, Supernatural",7.85,813.0,"Jul 30, 2008",1.0
Golden Time,"Comedy, Drama, Romance",7.85,811.0,"Oct 4, 2013 to Mar 28, 2014",24.0
Dragon Ball Kai,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",7.85,810.0,"Apr 5, 2009 to Mar 27, 2011",97.0
City Hunter '91,"Action, Comedy, Mystery, Shounen",7.85,809.0,"Apr 28, 1991 to Oct 10, 1991",13.0
